id,eventDate,number,prizeThirdNumber,prizeType,eventType,eventLetters,eventSerie,eventFolio
2016-07-13S,2016-07-13,0894,9,S,Intermedio,AACB,17,13
2016-07-13T,2016-07-13,9378,7,T,Intermedio,AACB,17,13
2016-07-17F,2016-07-17,1472,7,F,Dominical,BCBC,24,8
2016-07-17S,2016-07-17,9390,9,S,Dominical,BCBC,24,8
2016-07-17T,2016-07-17,9156,5,T,Dominical,BCBC,24,8
2016-07-20F,2016-07-20,8484,8,F,Intermedio,BADC,7,14
2016-07-20S,2016-07-20,5562,6,S,Intermedio,BADC,7,14
2016-07-20T,2016-07-20,0807,0,T,Intermedio,BADC,7,14
2016-07-24F,2016-07-24,0170,7,F,Dominical,DADA,11,10
2016-07-24S,2016-07-24,3784,8,S,Dominical,DADA,11,10
2016-07-24T,2016-07-24,4235,3,T,Dominical,DADA,11,10
2016-07-27F,2016-07-27,6155,5,F,Intermedio,CACC,19,8
2016-07-27S,2016-07-27,7916,1,S,Intermedio,CACC,19,8
2016-07-27T,2016-07-27,3259,5,T,Intermedio,CACC,19,8
2016-07-29F,2016-07-29,6393,9,F,Zodiaco,AA BB,7,5
2016-07-29S,2016-07-29,69,6,S,Zodiaco,AA BB,7,5
2016-07-29T,2016-07-29,27,2,T,Zodiaco,AA BB,7,5
2016-07-31F,2016-07-31,7783,8,F,Dominical,DBAA,23,4
2016-07-31S,2016-07-31,8155,5,S,Dominical,DBAA,23,4
2016-07-31T,2016-07-31,0150,5,T,Dominical,DBAA,23,4
2016-08-03F,2016-08-03,9062,6,F,Intermedio,CBBC,19,7
2016-08-03S,2016-08-03,0901,0,S,Intermedio,CBBC,19,7
2016-08-03T,2016-08-03,7046,4,T,Intermedio,CBBC,19,7
2016-08-07F,2016-08-07,8425,2,F,Dominical,DACC,2,12
2016-08-07S,2016-08-07,2197,9,S,Dominical,DACC,2,12
2016-08-07T,2016-08-07,0153,5,T,Dominical,DACC,2,12
2016-08-10F,2016-08-10,9571,7,F,Intermedio,CADB,18,8
2016-08-10S,2016-08-10,3989,8,S,Intermedio,CADB,18,8
2016-08-10T,2016-08-10,4159,5,T,Intermedio,CADB,18,8
2016-08-14F,2016-08-14,82551,5,F,Extraordinaria,ABAB,3,8
2016-08-14S,2016-08-14,24314,1,S,Extraordinaria,ABAB,3,8
2016-08-14T,2016-08-14,54079,7,T,Extraordinaria,ABAB,3,8
2016-08-17F,2016-08-17,3009,0,F,Intermedio,BAAA,7,14
2016-08-17S,2016-08-17,7382,8,S,Intermedio,BAAA,7,14
2016-08-17T,2016-08-17,1824,2,T,Intermedio,BAAA,7,14
2016-08-21F,2016-08-21,4854,5,F,Dominical,AABD,22,8
2016-08-21S,2016-08-21,3236,3,S,Dominical,AABD,22,8
2016-08-21T,2016-08-21,6864,6,T,Dominical,AABD,22,8
2016-08-24F,2016-08-24,1929,2,F,Intermedio,DCCD,4,13
2016-08-24S,2016-08-24,0829,2,S,Intermedio,DCCD,4,13
2016-08-24T,2016-08-24,4782,8,T,Intermedio,DCCD,4,13
2016-08-28F,2016-08-28,2289,8,F,Dominical,ADCA,22,4
2016-08-28S,2016-08-28,1703,0,S,Dominical,ADCA,22,4
2016-08-28T,2016-08-28,5051,5,T,Dominical,ADCA,22,4
2016-08-31F,2016-08-31,0034,3,F,Intermedio,DADB,6,11
2016-08-31S,2016-08-31,1515,1,S,Intermedio,DADB,6,11
2016-08-31T,2016-08-31,8567,6,T,Intermedio,DADB,6,11
2016-09-02F,2016-09-02,7461,6,F,Zodiaco,ACBD,7,20
2016-09-02S,2016-09-02,40,4,S,Zodiaco,ACBD,7,20
2016-09-02T,2016-09-02,14,1,T,Zodiaco,ACBD,7,20
2016-09-04F,2016-09-04,5933,3,F,Dominical,AABB,12,7
2016-09-04S,2016-09-04,0608,0,S,Dominical,AABB,12,7
2016-09-04T,2016-09-04,4757,5,T,Dominical,AABB,12,7
2016-09-07F,2016-09-07,1414,1,F,Intermedio,BADD,6,7
2016-09-07S,2016-09-07,3973,7,S,Intermedio,BADD,6,7
2016-09-07T,2016-09-07,3780,8,T,Intermedio,BADD,6,7
2016-09-11F,2016-09-11,4535,3,F,Dominical,CADD,22,1
2016-09-11S,2016-09-11,0198,9,S,Dominical,CADD,22,1
2016-09-11T,2016-09-11,0872,7,T,Dominical,CADD,22,1
2016-09-14F,2016-09-14,4924,2,F,Intermedio,ACC D,6,4
2016-09-14S,2016-09-14,8051,5,S,Intermedio,ACC D,6,4
2016-09-14T,2016-09-14,9390,9,T,Intermedio,ACC D,6,4
2016-09-18F,2016-09-18,1342,4,F,Dominical,CBBB,3,15
2016-09-18S,2016-09-18,2147,4,S,Dominical,CBBB,3,15
2016-09-18T,2016-09-18,3054,5,T,Dominical,CBBB,3,15
2016-09-21F,2016-09-21,7767,6,F,Intermedio,DDCC,7,1
2016-09-21S,2016-09-21,8939,3,S,Intermedio,DDCC,7,1
2016-09-21T,2016-09-21,7126,2,T,Intermedio,DDCC,7,1
2016-09-25F,2016-09-25,0836,3,F,Dominical,AACD,4,13
2016-09-25S,2016-09-25,0000,0,S,Dominical,AACD,4,13
2016-09-25T,2016-09-25,1983,8,T,Dominical,AACD,4,13
2016-09-28F,2016-09-28,1537,3,F,Intermedio,DACB,3,9
2016-09-28S,2016-09-28,9606,0,S,Intermedio,DACB,3,9
2016-09-28T,2016-09-28,2551,5,T,Intermedio,DACB,3,9
2016-09-30F,2016-09-30,7639,3,F,Zodiaco,BBAC,3,3
2016-09-30S,2016-09-30,73,7,S,Zodiaco,BBAC,3,3
2016-09-30T,2016-09-30,62,6,T,Zodiaco,BBAC,3,3
2016-10-02F,2016-10-02,1258,5,F,Dominical,ACBB,15,14
2016-10-02S,2016-10-02,0099,9,S,Dominical,ACBB,15,14
2016-10-02T,2016-10-02,6721,2,T,Dominical,ACBB,15,14
2016-10-05F,2016-10-05,8259,5,F,Intermedio,ABDD,12,15
2016-10-05S,2016-10-05,4322,2,S,Intermedio,ABDD,12,15
2016-10-05T,2016-10-05,4782,8,T,Intermedio,ABDD,12,15
2016-10-09F,2016-10-09,2505,0,F,Dominical,BCBA,24,5
2016-10-09S,2016-10-09,1413,1,S,Dominical,BCBA,24,5
2016-10-09T,2016-10-09,0615,1,T,Dominical,BCBA,24,5
2016-10-12F,2016-10-12,2348,4,F,Intermedio,DBBC,1,12
2016-10-12S,2016-10-12,5396,9,S,Intermedio,DBBC,1,12
2016-10-12T,2016-10-12,0664,6,T,Intermedio,DBBC,1,12
2016-10-16F,2016-10-16,6654,5,F,Dominical,DADB,12,9
2016-10-16S,2016-10-16,8146,4,S,Dominical,DADB,12,9
2016-10-16T,2016-10-16,5047,4,T,Dominical,DADB,12,9
2016-10-19F,2016-10-19,7280,8,F,Intermedio,BBAC,4,7
2016-10-19S,2016-10-19,0263,6,S,Intermedio,BBAC,4,7
2016-10-19T,2016-10-19,9123,2,T,Intermedio,BBAC,4,7
2016-10-23F,2016-10-23,6969,6,F,Dominical,CBAB,1,8
2016-10-23S,2016-10-23,1091,9,S,Dominical,CBAB,1,8
2016-10-23T,2016-10-23,3705,0,T,Dominical,CBAB,1,8
2016-10-26F,2016-10-26,5435,3,F,Intermedio,BABD,14,3
2016-10-26S,2016-10-26,5961,6,S,Intermedio,BABD,14,3
2016-10-26T,2016-10-26,6617,1,T,Intermedio,BABD,14,3
2016-10-28F,2016-10-28,7531,3,F,Zodiaco,BCAD,5,5
2016-10-28S,2016-10-28,94,9,S,Zodiaco,BCAD,5,5
2016-10-28T,2016-10-28,50,5,T,Zodiaco,BCAD,5,5
2016-10-30F,2016-10-30,6084,8,F,Dominical,DDAB,4,6
2016-10-30S,2016-10-30,6526,2,S,Dominical,DDAB,4,6
2016-10-30T,2016-10-30,9539,3,T,Dominical,DDAB,4,6
2016-11-02F,2016-11-02,8468,6,F,Intermedio,ABAD,10,1
2016-11-02S,2016-11-02,9540,4,S,Intermedio,ABAD,10,1
2016-11-02T,2016-11-02,6680,8,T,Intermedio,ABAD,10,1
2016-11-06F,2016-11-06,8637,3,F,Dominical,DACC,11,9
2016-11-06S,2016-11-06,0825,2,S,Dominical,DACC,11,9
2016-11-06T,2016-11-06,1220,2,T,Dominical,DACC,11,9
2016-11-09F,2016-11-09,1346,4,F,Intermedio,BCAC,18,13
2016-11-09S,2016-11-09,8518,1,S,Intermedio,BCAC,18,13
2016-11-09T,2016-11-09,4253,5,T,Intermedio,BCAC,18,13
2016-11-13F,2016-11-13,1419,1,F,Dominical,AADB,16,1
2016-11-13S,2016-11-13,7962,6,S,Dominical,AADB,16,1
2016-11-13T,2016-11-13,9722,2,T,Dominical,AADB,16,1
2016-11-16F,2016-11-16,0726,2,F,Intermedio,CCDB,19,4
2016-11-16S,2016-11-16,7517,1,S,Intermedio,CCDB,19,4
2016-11-16T,2016-11-16,6302,0,T,Intermedio,CCDB,19,4
2016-11-20F,2016-11-20,7294,9,F,Dominical,BDAD,10,1
2016-11-20S,2016-11-20,4862,6,S,Dominical,BDAD,10,1
2016-11-20T,2016-11-20,2804,0,T,Dominical,BDAD,10,1
2016-11-23F,2016-11-23,0360,6,F,Intermedio,BCBD,17,7
2016-11-23S,2016-11-23,8320,2,S,Intermedio,BCBD,17,7
2016-11-23T,2016-11-23,7979,7,T,Intermedio,BCBD,17,7
2016-11-25F,2016-11-25,6206,0,F,Zodiaco,ACDB,9,2
2016-11-25S,2016-11-25,99,9,S,Zodiaco,ACDB,9,2
2016-11-25T,2016-11-25,41,4,T,Zodiaco,ACDB,9,2
2016-11-27F,2016-11-27,6940,4,F,Dominical,BCAD,20,1
2016-11-27S,2016-11-27,4826,2,S,Dominical,BCAD,20,1
2016-11-27T,2016-11-27,6912,1,T,Dominical,BCAD,20,1
2016-11-30F,2016-11-30,2897,9,F,Intermedio,BADA,17,11
2016-11-30S,2016-11-30,9191,9,S,Intermedio,BADA,17,11
2016-11-30T,2016-11-30,5984,8,T,Intermedio,BADA,17,11
2016-12-04F,2016-12-04,6681,8,F,Dominical,ABDC,5,10
2016-12-04S,2016-12-04,1325,2,S,Dominical,ABDC,5,10
2016-12-04T,2016-12-04,4063,6,T,Dominical,ABDC,5,10
2016-12-07F,2016-12-07,6785,8,F,Intermedio,DCBB,3,1
2016-12-07S,2016-12-07,1903,0,S,Intermedio,DCBB,3,1
2016-12-07T,2016-12-07,7954,5,T,Intermedio,DCBB,3,1
2016-12-11F,2016-12-11,9554,5,F,Dominical,DDAD,13,13
2016-12-11S,2016-12-11,7277,7,S,Dominical,DDAD,13,13
2016-12-11T,2016-12-11,1924,2,T,Dominical,DDAD,13,13
2016-12-16F,2016-12-16,8788,8,F,Intermedio,BACD,9,4
2016-12-16S,2016-12-16,7700,0,S,Intermedio,BACD,9,4
2016-12-16T,2016-12-16,7300,0,T,Intermedio,BACD,9,4
2016-12-18F,2016-12-18,59546,4,F,Extraordinaria,DCBD,2,1
2016-12-18S,2016-12-18,80436,3,S,Extraordinaria,DCBD,2,1
2016-12-18T,2016-12-18,18338,3,T,Extraordinaria,DCBD,2,1
2016-12-21F,2016-12-21,0676,7,F,Intermedio,BCDD,15,12
2016-12-21S,2016-12-21,3685,8,S,Intermedio,BCDD,15,12
2016-12-21T,2016-12-21,5999,9,T,Intermedio,BCDD,15,12
2016-12-24F,2016-12-24,3470,7,F,Dominical,DCCB,12,8
2016-12-24S,2016-12-24,5678,7,S,Dominical,DCCB,12,8
2016-12-24T,2016-12-24,1305,0,T,Dominical,DCCB,12,8
2016-12-28F,2016-12-28,7061,6,F,Intermedio,BDBC,4,2
2016-12-28S,2016-12-28,6311,1,S,Intermedio,BDBC,4,2
2016-12-28T,2016-12-28,4340,4,T,Intermedio,BDBC,4,2
2016-12-30F,2016-12-30,1770,7,F,Zodiaco,DABB,2,22
2016-12-30S,2016-12-30,72,7,S,Zodiaco,DABB,2,22
2016-12-30T,2016-12-30,03,0,T,Zodiaco,DABB,2,22
2017-01-02F,2017-01-02,8362,6,F,Dominical,DBAD,16,7
2017-01-02S,2017-01-02,7755,5,S,Dominical,DBAD,16,7
2017-01-02T,2017-01-02,9184,8,T,Dominical,DBAD,16,7
2017-01-05F,2017-01-05,0843,4,F,Intermedio,ADCC,14,15
2017-01-05S,2017-01-05,1896,9,S,Intermedio,ADCC,14,15
2017-01-05T,2017-01-05,3608,0,T,Intermedio,ADCC,14,15
2017-01-08F,2017-01-08,5518,1,F,Dominical,BCCC,3,4
2017-01-08S,2017-01-08,1817,1,S,Dominical,BCCC,3,4
2017-01-08T,2017-01-08,1338,3,T,Dominical,BCCC,3,4
2017-01-11F,2017-01-11,2126,2,F,Intermedio,CBDD,11,1
2017-01-11S,2017-01-11,7441,4,S,Intermedio,CBDD,11,1
2017-01-11T,2017-01-11,8136,3,T,Intermedio,CBDD,11,1
2017-01-15F,2017-01-15,1140,4,F,Dominical,ADDB,19,9
2017-01-15S,2017-01-15,4790,9,S,Dominical,ADDB,19,9
2017-01-15T,2017-01-15,3738,3,T,Dominical,ADDB,19,9
2017-01-18F,2017-01-18,1502,0,F,Intermedio,CABB,19,5
2017-01-18S,2017-01-18,4686,8,S,Intermedio,CABB,19,5
2017-01-18T,2017-01-18,9944,4,T,Intermedio,CABB,19,5
2017-01-22F,2017-01-22,5193,9,F,Dominical,ADDD,10,4
2017-01-22S,2017-01-22,3134,3,S,Dominical,ADDD,10,4
2017-01-22T,2017-01-22,8274,7,T,Dominical,ADDD,10,4
2017-01-25F,2017-01-25,5458,5,F,Intermedio,BDCD,12,5
2017-01-25S,2017-01-25,3792,9,S,Intermedio,BDCD,12,5
2017-01-25T,2017-01-25,5456,5,T,Intermedio,BDCD,12,5
2017-01-27F,2017-01-27,7840,4,F,Zodiaco,ABBA,1,24
2017-01-27S,2017-01-27,83,8,S,Zodiaco,ABBA,1,24
2017-01-27T,2017-01-27,99,9,T,Zodiaco,ABBA,1,24
2017-01-29F,2017-01-29,8899,9,F,Dominical,ADCB,8,14
2017-01-29S,2017-01-29,9600,0,S,Dominical,ADCB,8,14
2017-01-29T,2017-01-29,4523,2,T,Dominical,ADCB,8,14
2017-02-01F,2017-02-01,3631,3,F,Intermedio,DDDB,16,3
2017-02-01S,2017-02-01,9371,7,S,Intermedio,DDDB,16,3
2017-02-01T,2017-02-01,3138,3,T,Intermedio,DDDB,16,3
2017-02-05F,2017-02-05,1085,8,F,Dominical,CCDB,5,11
2017-02-05S,2017-02-05,5520,2,S,Dominical,CCDB,5,11
2017-02-05T,2017-02-05,6407,0,T,Dominical,CCDB,5,11
2017-02-08F,2017-02-08,9649,4,F,Intermedio,DDBB,10,5
2017-02-08S,2017-02-08,5555,5,S,Intermedio,DDBB,10,5
2017-02-08T,2017-02-08,8919,1,T,Intermedio,DDBB,10,5
2017-02-12F,2017-02-12,7308,0,F,Dominical,BCCA,5,8
2017-02-12S,2017-02-12,8052,5,S,Dominical,BCCA,5,8
2017-02-12T,2017-02-12,0447,4,T,Dominical,BCCA,5,8
2017-02-15F,2017-02-15,1911,1,F,Intermedio,DDBA,6,15
2017-02-15S,2017-02-15,0681,8,S,Intermedio,DDBA,6,15
2017-02-15T,2017-02-15,2279,7,T,Intermedio,DDBA,6,15
2017-02-17F,2017-02-17,4652,5,F,Zodiaco,CCBB,2,1
2017-02-17S,2017-02-17,78,7,S,Zodiaco,CCBB,2,1
2017-02-17T,2017-02-17,95,9,T,Zodiaco,CCBB,2,1
2017-02-19F,2017-02-19,1686,8,F,Dominical,DADD,3,12
2017-02-19S,2017-02-19,0734,3,S,Dominical,DADD,3,12
2017-02-19T,2017-02-19,2299,9,T,Dominical,DADD,3,12
2017-02-22F,2017-02-22,3418,1,F,Intermedio,DCDC,9,11
2017-02-22S,2017-02-22,0491,9,S,Intermedio,DCDC,9,11
2017-02-22T,2017-02-22,4912,1,T,Intermedio,DCDC,9,11
2017-02-25F,2017-02-25,6988,8,F,Dominical,AAAA,7,6
2017-02-25S,2017-02-25,5977,7,S,Dominical,AAAA,7,6
2017-02-25T,2017-02-25,9957,5,T,Dominical,AAAA,7,6
2017-03-02F,2017-03-02,0842,4,F,Intermedio,BBDB,4,7
2017-03-02S,2017-03-02,1481,8,S,Intermedio,BBDB,4,7
2017-03-02T,2017-03-02,2609,0,T,Intermedio,BBDB,4,7
2017-03-05F,2017-03-05,1332,3,F,Dominical,ADBC,12,14
2017-03-05S,2017-03-05,3229,2,S,Dominical,ADBC,12,14
2017-03-05T,2017-03-05,1838,3,T,Dominical,ADBC,12,14
2017-03-08F,2017-03-08,2965,6,F,Intermedio,CADA,6,11
2017-03-08S,2017-03-08,4370,7,S,Intermedio,CADA,6,11
2017-03-08T,2017-03-08,1616,1,T,Intermedio,CADA,6,11
2017-03-12F,2017-03-12,4886,8,F,Dominical,BDBC,11,11
2017-03-12S,2017-03-12,6657,5,S,Dominical,BDBC,11,11
2017-03-12T,2017-03-12,9529,2,T,Dominical,BDBC,11,11
2017-03-15F,2017-03-15,6770,7,F,Intermedio,CACD,17,15
2017-03-15S,2017-03-15,6299,9,S,Intermedio,CACD,17,15
2017-03-15T,2017-03-15,0892,9,T,Intermedio,CACD,17,15
2017-03-19F,2017-03-19,4387,8,F,Dominical,CCBC,8,4
2017-03-19S,2017-03-19,1537,3,S,Dominical,CCBC,8,4
2017-03-19T,2017-03-19,2369,6,T,Dominical,CCBC,8,4
2017-03-22F,2017-03-22,3505,0,F,Intermedio,BBCA,4,8
2017-03-22S,2017-03-22,7058,5,S,Intermedio,BBCA,4,8
2017-03-22T,2017-03-22,6560,6,T,Intermedio,BBCA,4,8
2017-03-26F,2017-03-26,5529,2,F,Dominical,ADAA,4,3
2017-03-26S,2017-03-26,1396,9,S,Dominical,ADAA,4,3
2017-03-26T,2017-03-26,7855,5,T,Dominical,ADAA,4,3
2017-03-29F,2017-03-29,9045,4,F,Intermedio,BBCD,3,10
2017-03-29S,2017-03-29,1818,1,S,Intermedio,BBCD,3,10
2017-03-29T,2017-03-29,8934,3,T,Intermedio,BBCD,3,10
2017-03-31F,2017-03-31,1884,8,F,Zodiaco,ACCA,9,8
2017-03-31S,2017-03-31,16,1,S,Zodiaco,ACCA,9,8
2017-03-31T,2017-03-31,84,8,T,Zodiaco,ACCA,9,8
2017-04-02F,2017-04-02,4621,2,F,Dominical,BACA,11,6
2017-04-02S,2017-04-02,9582,8,S,Dominical,BACA,11,6
2017-04-02T,2017-04-02,6217,1,T,Dominical,BACA,11,6
2017-04-05F,2017-04-05,1194,9,F,Intermedio,CADD,18,15
2017-04-05S,2017-04-05,7090,9,S,Intermedio,CADD,18,15
2017-04-05T,2017-04-05,8686,8,T,Intermedio,CADD,18,15
2017-04-09F,2017-04-09,0592,9,F,Dominical,ADDC,7,7
2017-04-09S,2017-04-09,1598,9,S,Dominical,ADDC,7,7
2017-04-09T,2017-04-09,6827,2,T,Dominical,ADDC,7,7
2017-04-12F,2017-04-12,7440,4,F,Intermedio,CBDA,20,9
2017-04-12S,2017-04-12,2419,1,S,Intermedio,CBDA,20,9
2017-04-12T,2017-04-12,6307,0,T,Intermedio,CBDA,20,9
2017-04-17F,2017-04-17,76515,1,F,Extraordinaria,CDAD,3,9
2017-04-17S,2017-04-17,30642,4,S,Extraordinaria,CDAD,3,9
2017-04-17T,2017-04-17,89292,9,T,Extraordinaria,CDAD,3,9
2017-04-20F,2017-04-20,5244,4,F,Intermedio,ABDB,4,5
2017-04-20S,2017-04-20,6779,7,S,Intermedio,ABDB,4,5
2017-04-20T,2017-04-20,5383,8,T,Intermedio,ABDB,4,5
2017-04-23F,2017-04-23,1203,0,F,Dominical,ABCA,10,1
2017-04-23S,2017-04-23,9874,7,S,Dominical,ABCA,10,1
2017-04-23T,2017-04-23,6335,3,T,Dominical,ABCA,10,1
2017-04-26F,2017-04-26,5187,8,F,Intermedio,BDBB,2,14
2017-04-26S,2017-04-26,0632,3,S,Intermedio,BDBB,2,14
2017-04-26T,2017-04-26,1386,8,T,Intermedio,BDBB,2,14
2017-04-28F,2017-04-28,4866,6,F,Zodiaco,DDDC,5,12
2017-04-28S,2017-04-28,99,9,S,Zodiaco,DDDC,5,12
2017-04-28T,2017-04-28,23,2,T,Zodiaco,DDDC,5,12
2017-04-30F,2017-04-30,1893,9,F,Dominical,CDDA,12,10
2017-04-30S,2017-04-30,3959,5,S,Dominical,CDDA,12,10
2017-04-30T,2017-04-30,0376,7,T,Dominical,CDDA,12,10
2017-05-03F,2017-05-03,3527,2,F,Intermedio,DBCB,6,9
2017-05-03S,2017-05-03,8204,0,S,Intermedio,DBCB,6,9
2017-05-03T,2017-05-03,9137,3,T,Intermedio,DBCB,6,9
2017-05-07F,2017-05-07,5351,5,F,Dominical,BDDD,14,5
2017-05-07S,2017-05-07,4345,4,S,Dominical,BDDD,14,5
2017-05-07T,2017-05-07,3250,5,T,Dominical,BDDD,14,5
2017-05-10F,2017-05-10,4263,6,F,Intermedio,DBAD,16,12
2017-05-10S,2017-05-10,9157,5,S,Intermedio,DBAD,16,12
2017-05-10T,2017-05-10,0466,6,T,Intermedio,DBAD,16,12
2017-05-14F,2017-05-14,4977,7,F,Dominical,ADAD,23,6
2017-05-14S,2017-05-14,8998,9,S,Dominical,ADAD,23,6
2017-05-14T,2017-05-14,5284,8,T,Dominical,ADAD,23,6
2017-05-17F,2017-05-17,2996,9,F,Intermedio,BCCB,2,4
2017-05-17S,2017-05-17,9465,6,S,Intermedio,BCCB,2,4
2017-05-17T,2017-05-17,9913,1,T,Intermedio,BCCB,2,4
2017-05-21F,2017-05-21,6471,7,F,Dominical,CACB,19,3
2017-05-21S,2017-05-21,0895,9,S,Dominical,CACB,19,3
2017-05-21T,2017-05-21,9726,2,T,Dominical,CACB,19,3
2017-05-24F,2017-05-24,8394,9,F,Intermedio,AACB,3,11
2017-05-24S,2017-05-24,5974,7,S,Intermedio,AACB,3,11
2017-05-24T,2017-05-24,7634,3,T,Intermedio,AACB,3,11
2017-05-28F,2017-05-28,8291,9,F,Dominical,ABAB,24,8
2017-05-28S,2017-05-28,6198,9,S,Dominical,ABAB,24,8
2017-05-28T,2017-05-28,1304,0,T,Dominical,ABAB,24,8
2017-06-01F,2017-06-01,7490,9,F,Intermedio,DADA,20,13
2017-06-01S,2017-06-01,7682,8,S,Intermedio,DADA,20,13
2017-06-01T,2017-06-01,6240,4,T,Intermedio,DADA,20,13
2017-06-02F,2017-06-02,4109,0,F,Zodiaco,BCDC,8,5
2017-06-02S,2017-06-02,70,7,S,Zodiaco,BCDC,8,5
2017-06-02T,2017-06-02,39,3,T,Zodiaco,BCDC,8,5
2017-06-04F,2017-06-04,9169,6,F,Dominical,DCCC,3,7
2017-06-04S,2017-06-04,5963,6,S,Dominical,DCCC,3,7
2017-06-04T,2017-06-04,7971,7,T,Dominical,DCCC,3,7
2017-06-07F,2017-06-07,7642,4,F,Intermedio,BDDB,4,1
2017-06-07S,2017-06-07,2266,6,S,Intermedio,BDDB,4,1
2017-06-07T,2017-06-07,6059,5,T,Intermedio,BDDB,4,1
2017-06-11F,2017-06-11,6070,7,F,Dominical,ACCB,10,11
2017-06-11S,2017-06-11,7141,4,S,Dominical,ACCB,10,11
2017-06-11T,2017-06-11,2905,0,T,Dominical,ACCB,10,11
2017-06-14F,2017-06-14,3141,4,F,Intermedio,CCBA,15,11
2017-06-14S,2017-06-14,1785,8,S,Intermedio,CCBA,15,11
2017-06-14T,2017-06-14,0944,4,T,Intermedio,CCBA,15,11
2017-06-18F,2017-06-18,2951,5,F,Dominical,DCDB,21,6
2017-06-18S,2017-06-18,4640,4,S,Dominical,DCDB,21,6
2017-06-18T,2017-06-18,2107,0,T,Dominical,DCDB,21,6
2017-06-21F,2017-06-21,4183,8,F,Intermedio,CBBB,20,9
2017-06-21S,2017-06-21,3006,0,S,Intermedio,CBBB,20,9
2017-06-21T,2017-06-21,0364,6,T,Intermedio,CBBB,20,9
2017-06-25F,2017-06-25,8984,8,F,Dominical,BBAD,21,4
2017-06-25S,2017-06-25,6710,1,S,Dominical,BBAD,21,4
2017-06-25T,2017-06-25,5570,7,T,Dominical,BBAD,21,4
2017-06-28F,2017-06-28,4497,9,F,Intermedio,DBAC,8,4
2017-06-28S,2017-06-28,6250,5,S,Intermedio,DBAC,8,4
2017-06-28T,2017-06-28,9772,7,T,Intermedio,DBAC,8,4
2017-06-30F,2017-06-30,1379,7,F,Zodiaco,CACB,8,16
2017-06-30S,2017-06-30,46,4,S,Zodiaco,CACB,8,16
2017-06-30T,2017-06-30,63,6,T,Zodiaco,CACB,8,16
2017-07-02F,2017-07-02,6526,2,F,Dominical,DDCA,24,7
2017-07-02S,2017-07-02,1681,8,S,Dominical,DDCA,24,7
2017-07-02T,2017-07-02,6808,0,T,Dominical,DDCA,24,7
2017-07-05F,2017-07-05,3475,7,F,Intermedio,DBBB,3,13
2017-07-05S,2017-07-05,3535,3,S,Intermedio,DBBB,3,13
2017-07-05T,2017-07-05,7648,4,T,Intermedio,DBBB,3,13
2017-07-09F,2017-07-09,6304,0,F,Dominical,CCDA,11,7
2017-07-09S,2017-07-09,8213,1,S,Dominical,CCDA,11,7
2017-07-09T,2017-07-09,9237,3,T,Dominical,CCDA,11,7
2017-07-12F,2017-07-12,8129,2,F,Intermedio,ABBA,19,13
2017-07-12S,2017-07-12,8447,4,S,Intermedio,ABBA,19,13
2017-07-12T,2017-07-12,7940,4,T,Intermedio,ABBA,19,13
2017-07-16F,2017-07-16,6596,9,F,Dominical,CBDD,13,7
2017-07-16S,2017-07-16,8767,6,S,Dominical,CBDD,13,7
2017-07-16T,2017-07-16,9824,2,T,Dominical,CBDD,13,7
2017-07-19F,2017-07-19,0566,6,F,Intermedio,AAAA ,19,8
2017-07-19S,2017-07-19,6522,2,S,Intermedio,AAAA ,19,8
2017-07-19T,2017-07-19,2296,9,T,Intermedio,AAAA ,19,8
2017-07-23F,2017-07-23,6415,1,F,Dominical,BADC,16,8
2017-07-23S,2017-07-23,0129,2,S,Dominical,BADC,16,8
2017-07-23T,2017-07-23,3908,0,T,Dominical,BADC,16,8
2017-07-26F,2017-07-26,6089,8,F,Intermedio,DDCA ,6,13
2017-07-26S,2017-07-26,5725,2,S,Intermedio,DDCA ,6,13
2017-07-26T,2017-07-26,4150,5,T,Intermedio,DDCA ,6,13
2017-07-28F,2017-07-28,9685,8,F,Zodiaco,DAAA,3,24
2017-07-28S,2017-07-28,39,3,S,Zodiaco,DAAA,3,24
2017-07-28T,2017-07-28,38,3,T,Zodiaco,DAAA,3,24
2017-07-30F,2017-07-30,7759,5,F,Dominical,ACCA ,1,10
2017-07-30S,2017-07-30,2362,6,S,Dominical,ACCA ,1,10
2017-07-30T,2017-07-30,8116,1,T,Dominical,ACCA ,1,10
2017-08-02F,2017-08-02,6502,0,F,Intermedio,DDCA,18,11
2017-08-02S,2017-08-02,4798,9,S,Intermedio,DDCA,18,11
2017-08-02T,2017-08-02,6589,8,T,Intermedio,DDCA,18,11
2017-08-06F,2017-08-06,5477,7,F,Dominical,BCDD,2,5
2017-08-06S,2017-08-06,8842,4,S,Dominical,BCDD,2,5
2017-08-06T,2017-08-06,9759,5,T,Dominical,BCDD,2,5
2017-08-09F,2017-08-09,7684,8,F,Intermedio,CBBA,18,1
2017-08-09S,2017-08-09,7179,7,S,Intermedio,CBBA,18,1
2017-08-09T,2017-08-09,2717,1,T,Intermedio,CBBA,18,1
2017-08-13F,2017-08-13,0274,7,F,Dominical,DDDC,24,6
2017-08-13S,2017-08-13,4193,9,S,Dominical,DDDC,24,6
2017-08-13T,2017-08-13,9820,2,T,Dominical,DDDC,24,6
2017-08-16F,2017-08-16,7894,9,F,Intermedio,DBDC,14,7
2017-08-16S,2017-08-16,6122,2,S,Intermedio,DBDC,14,7
