id,eventDate,number,prizeThirdNumber,prizeType,eventType,eventLetters,eventSerie,eventFolio
2014-04-30S,2014-04-30,2532,3,S,Intermedio,BCAB,4,12
2014-04-30T,2014-04-30,7462,6,T,Intermedio,BCAB,4,12
2014-05-03F,2014-05-03,8506,0,F,Dominical,DAAA,17,9
2014-05-03S,2014-05-03,6819,1,S,Dominical,DAAA,17,9
2014-05-03T,2014-05-03,6704,0,T,Dominical,DAAA,17,9
2014-05-07F,2014-05-07,9503,0,F,Intermedio,ABBB,17,10
2014-05-07S,2014-05-07,3201,0,S,Intermedio,ABBB,17,10
2014-05-07T,2014-05-07,7789,8,T,Intermedio,ABBB,17,10
2014-05-09F,2014-05-09,2993,9,F,Zodiaco,ACDD,5,4
2014-05-09S,2014-05-09,07,0,S,Zodiaco,ACDD,5,4
2014-05-09T,2014-05-09,74,7,T,Zodiaco,ACDD,5,4
2014-05-11F,2014-05-11,4318,1,F,Dominical,CBBB,14,9
2014-05-11S,2014-05-11,8770,7,S,Dominical,CBBB,14,9
2014-05-11T,2014-05-11,1877,7,T,Dominical,CBBB,14,9
2014-05-14F,2014-05-14,9647,4,F,Intermedio,AAAB,1,6
2014-05-14S,2014-05-14,7392,9,S,Intermedio,AAAB,1,6
2014-05-14T,2014-05-14,8278,7,T,Intermedio,AAAB,1,6
2014-05-18F,2014-05-18,1128,2,F,Dominical,ACBC,23,15
2014-05-18S,2014-05-18,0932,3,S,Dominical,ACBC,23,15
2014-05-18T,2014-05-18,5619,1,T,Dominical,ACBC,23,15
2014-05-21F,2014-05-21,8646,4,F,Intermedio,DCCC,18,13
2014-05-21S,2014-05-21,2492,9,S,Intermedio,DCCC,18,13
2014-05-21T,2014-05-21,3917,1,T,Intermedio,DCCC,18,13
2014-05-25F,2014-05-25,7762,6,F,Dominical,BCAC,16,14
2014-05-25S,2014-05-25,9382,8,S,Dominical,BCAC,16,14
2014-05-25T,2014-05-25,2281,8,T,Dominical,BCAC,16,14
2014-05-28F,2014-05-28,6986,8,F,Intermedio,CCAA,2,4
2014-05-28S,2014-05-28,5161,6,S,Intermedio,CCAA,2,4
2014-05-28T,2014-05-28,7100,0,T,Intermedio,CCAA,2,4
2014-05-30F,2014-05-30,179,7,F,Zodiaco,ACDB,3,19
2014-05-30S,2014-05-30,82,8,S,Zodiaco,ACDB,3,19
2014-05-30T,2014-05-30,20,2,T,Zodiaco,ACDB,3,19
2014-06-01F,2014-06-01,8539,3,F,Dominical,CACA,11,15
2014-06-01S,2014-06-01,9688,8,S,Dominical,CACA,11,15
2014-06-01T,2014-06-01,6080,8,T,Dominical,CACA,11,15
2014-06-04F,2014-06-04,7779,7,F,Intermedio,DDCC,15,12
2014-06-04S,2014-06-04,3391,9,S,Intermedio,DDCC,15,12
2014-06-04T,2014-06-04,2501,0,T,Intermedio,DDCC,15,12
2014-06-08F,2014-06-08,4285,8,F,Dominical,CABA,22,05
2014-06-08S,2014-06-08,8483,8,S,Dominical,CABA,22,05
2014-06-08T,2014-06-08,2500,0,T,Dominical,CABA,22,05
2014-06-11F,2014-06-11,4723,2,F,Intermedio,DDDB,3,8
2014-06-11S,2014-06-11,9210,1,S,Intermedio,DDDB,3,8
2014-06-11T,2014-06-11,3415,1,T,Intermedio,DDDB,3,8
2014-06-15F,2014-06-15,2559,5,F,Dominical,DDCB,8,7
2014-06-15S,2014-06-15,5290,9,S,Dominical,DDCB,8,7
2014-06-15T,2014-06-15,0850,5,T,Dominical,DDCB,8,7
2014-06-18F,2014-06-18,1384,8,F,Intermedio,CBDB,15,9
2014-06-18S,2014-06-18,1699,9,S,Intermedio,CBDB,15,9
2014-06-18T,2014-06-18,5475,7,T,Intermedio,CBDB,15,9
2014-06-22F,2014-06-22,1358,5,F,Dominical,CACA,21,6
2014-06-22S,2014-06-22,9885,8,S,Dominical,CACA,21,6
2014-06-22T,2014-06-22,2122,2,T,Dominical,CACA,21,6
2014-06-25F,2014-06-25,8266,6,F,Intermedio,BBDA,9,8
2014-06-25S,2014-06-25,0207,0,S,Intermedio,BBDA,9,8
2014-06-25T,2014-06-25,0412,1,T,Intermedio,BBDA,9,8
2014-06-27F,2014-06-27,14,1,F,Zodiaco,CDDB,8,14
2014-06-27S,2014-06-27,92,9,S,Zodiaco,CDDB,8,14
2014-06-27T,2014-06-27,61,6,T,Zodiaco,CDDB,8,14
2014-06-29F,2014-06-29,2028,2,F,Dominical,ADCC,22,14
2014-06-29S,2014-06-29,3122,2,S,Dominical,ADCC,22,14
2014-06-29T,2014-06-29,1431,3,T,Dominical,ADCC,22,14
2014-07-03F,2014-07-03,2183,8,F,Intermedio,BCBA,17,7
2014-07-03S,2014-07-03,2662,6,S,Intermedio,BCBA,17,7
2014-07-03T,2014-07-03,1471,7,T,Intermedio,BCBA,17,7
2014-07-06F,2014-07-06,3989,8,F,Dominical,BAAD,4,9
2014-07-06S,2014-07-06,5119,1,S,Dominical,BAAD,4,9
2014-07-06T,2014-07-06,1668,6,T,Dominical,BAAD,4,9
2014-07-09F,2014-07-09,7994,9,F,Intermedio,DADB,9,3
2014-07-09S,2014-07-09,2197,9,S,Intermedio,DADB,9,3
2014-07-09T,2014-07-09,9281,8,T,Intermedio,DADB,9,3
2014-07-13F,2014-07-13,6783,8,F,Dominical,BBAD,13,9
2014-07-13S,2014-07-13,5470,7,S,Dominical,BBAD,13,9
2014-07-13T,2014-07-13,3225,2,T,Dominical,BBAD,13,9
2014-07-16F,2014-07-16,2289,8,F,Intermedio,CCDD,14,1
2014-07-16S,2014-07-16,0415,1,S,Intermedio,CCDD,14,1
2014-07-16T,2014-07-16,3008,0,T,Intermedio,CCDD,14,1
2014-07-20F,2014-07-20,1830,3,F,Dominical,DDDC,8,7
2014-07-20S,2014-07-20,5218,1,S,Dominical,DDDC,8,7
2014-07-20T,2014-07-20,2518,1,T,Dominical,DDDC,8,7
2014-07-23F,2014-07-23,207,0,F,Intermedio,ABAC,9,9
2014-07-23S,2014-07-23,4485,8,S,Intermedio,ABAC,9,9
2014-07-23T,2014-07-23,9003,0,T,Intermedio,ABAC,9,9
2014-07-27F,2014-07-27,3692,9,F,Dominical,DBBB,9,3
2014-07-27S,2014-07-27,2392,9,S,Dominical,DBBB,9,3
2014-07-27T,2014-07-27,7504,0,T,Dominical,DBBB,9,3
2014-07-30F,2014-07-30,7852,5,F,Intermedio,CBDC,18,10
2014-07-30S,2014-07-30,6892,9,S,Intermedio,CBDC,18,10
2014-07-30T,2014-07-30,7574,7,T,Intermedio,CBDC,18,10
2014-08-01F,2014-08-01,6929,2,F,Zodiaco,DDBA,4,1
2014-08-01S,2014-08-01,27,2,S,Zodiaco,DDBA,4,1
2014-08-01T,2014-08-01,21,2,T,Zodiaco,DDBA,4,1
2014-08-03F,2014-08-03,5777,7,F,Dominical,CABB,9,3
2014-08-03S,2014-08-03,1225,2,S,Dominical,CABB,9,3
2014-08-03T,2014-08-03,2027,2,T,Dominical,CABB,9,3
2014-08-06F,2014-08-06,963,6,F,Intermedio,BCDD,4,12
2014-08-06S,2014-08-06,6051,5,S,Intermedio,BCDD,4,12
2014-08-06T,2014-08-06,9457,5,T,Intermedio,BCDD,4,12
2014-08-10F,2014-08-10,5814,1,F,Dominical,AACC,21,13
2014-08-10S,2014-08-10,7005,0,S,Dominical,AACC,21,13
2014-08-10T,2014-08-10,8585,8,T,Dominical,AACC,21,13
2014-08-13F,2014-08-13,9888,8,F,Intermedio,CBBB,17,13
2014-08-13S,2014-08-13,7643,4,S,Intermedio,CBBB,17,13
2014-08-13T,2014-08-13,7878,7,T,Intermedio,CBBB,17,13
2014-08-17F,2014-08-17,22349,4,F,Extraordinaria,DDCB,2,3
2014-08-17S,2014-08-17,37538,3,S,Extraordinaria,DDCB,2,3
2014-08-17T,2014-08-17,80705,0,T,Extraordinaria,DDCB,2,3
2014-08-20F,2014-08-20,4564,6,F,Intermedio,CADB,2,8
2014-08-20S,2014-08-20,1962,6,S,Intermedio,CADB,2,8
2014-08-20T,2014-08-20,7638,3,T,Intermedio,CADB,2,8
2014-08-24F,2014-08-24,487,8,F,Dominical,CBDD,16,2
2014-08-24S,2014-08-24,2837,3,S,Dominical,CBDD,16,2
2014-08-24T,2014-08-24,3388,8,T,Dominical,CBDD,16,2
2014-08-27F,2014-08-27,58,5,F,Intermedio,DACB,15,10
2014-08-27S,2014-08-27,9772,7,S,Intermedio,DACB,15,10
2014-08-27T,2014-08-27,3878,7,T,Intermedio,DACB,15,10
2014-08-29F,2014-08-29,1878,7,F,Zodiaco,DBBA,7,14
2014-08-29S,2014-08-29,94,9,S,Zodiaco,DBBA,7,14
2014-08-29T,2014-08-29,74,7,T,Zodiaco,DBBA,7,14
2014-08-31F,2014-08-31,8516,1,F,Dominical,ACBD,9,4
2014-08-31S,2014-08-31,9999,9,S,Dominical,ACBD,9,4
2014-08-31T,2014-08-31,5392,9,T,Dominical,ACBD,9,4
2014-09-03F,2014-09-03,88,8,F,Intermedio,CCCA,12,5
2014-09-03S,2014-09-03,3235,3,S,Intermedio,CCCA,12,5
2014-09-03T,2014-09-03,0590,9,T,Intermedio,CCCA,12,5
2014-09-07F,2014-09-07,9189,8,F,Dominical,BBAD,9,12
2014-09-07S,2014-09-07,3666,6,S,Dominical,BBAD,9,12
2014-09-07T,2014-09-07,7268,6,T,Dominical,BBAD,9,12
2014-09-10F,2014-09-10,3278,7,F,Intermedio,ACAA,8,15
2014-09-10S,2014-09-10,0027,2,S,Intermedio,ACAA,8,15
2014-09-10T,2014-09-10,7591,9,T,Intermedio,ACAA,8,15
2014-09-14F,2014-09-14,691,9,F,Dominical,AAAD,20,2
2014-09-14S,2014-09-14,9005,0,S,Dominical,AAAD,20,2
2014-09-14T,2014-09-14,2417,1,T,Dominical,AAAD,20,2
2014-09-17F,2014-09-17,4502,0,F,Intermedio,ACCB,3,15
2014-09-17S,2014-09-17,7621,2,S,Intermedio,ACCB,3,15
2014-09-17T,2014-09-17,9149,4,T,Intermedio,ACCB,3,15
2014-09-21F,2014-09-21,2297,9,F,Dominical,BCCC,2,15
2014-09-21S,2014-09-21,7671,7,S,Dominical,BCCC,2,15
2014-09-21T,2014-09-21,2894,9,T,Dominical,BCCC,2,15
2014-09-24F,2014-09-24,1898,9,F,Intermedio,BDCB,11,7
2014-09-24S,2014-09-24,4968,6,S,Intermedio,BDCB,11,7
2014-09-24T,2014-09-24,5839,3,T,Intermedio,BDCB,11,7
2014-09-26F,2014-09-26,3981,8,F,Zodiaco,BCBB,6,12
2014-09-26S,2014-09-26,69,6,S,Zodiaco,BCBB,6,12
2014-09-26T,2014-09-26,51,5,T,Zodiaco,BCBB,6,12
2014-09-28F,2014-09-28,8549,4,F,Dominical,CCBB,22,11
2014-09-28S,2014-09-28,8173,7,S,Dominical,CCBB,22,11
2014-09-28T,2014-09-28,3413,1,T,Dominical,CCBB,22,11
2014-10-01F,2014-10-01,428,2,F,Intermedio,DBCC,17,14
2014-10-01S,2014-10-01,1544,4,S,Intermedio,DBCC,17,14
2014-10-01T,2014-10-01,3759,5,T,Intermedio,DBCC,17,14
2014-10-05F,2014-10-05,8161,6,F,Dominical,DABB,18,2
2014-10-05S,2014-10-05,3147,4,S,Dominical,DABB,18,2
2014-10-05T,2014-10-05,1893,9,T,Dominical,DABB,18,2
2014-10-08F,2014-10-08,6882,8,F,Intermedio,ACDA,9,15
2014-10-08S,2014-10-08,3998,9,S,Intermedio,ACDA,9,15
2014-10-08T,2014-10-08,6115,1,T,Intermedio,ACDA,9,15
2014-10-12F,2014-10-12,4838,3,F,Dominical,CADB,21,7
2014-10-12S,2014-10-12,1130,3,S,Dominical,CADB,21,7
2014-10-12T,2014-10-12,2970,7,T,Dominical,CADB,21,7
2014-10-15F,2014-10-15,2744,4,F,Intermedio,BDAB,6,10
2014-10-15S,2014-10-15,6247,4,S,Intermedio,BDAB,6,10
2014-10-15T,2014-10-15,0211,1,T,Intermedio,BDAB,6,10
2014-10-19F,2014-10-19,2255,5,F,Dominical,CBAC,6,4
2014-10-19S,2014-10-19,1307,0,S,Dominical,CBAC,6,4
2014-10-19T,2014-10-19,7500,0,T,Dominical,CBAC,6,4
2014-10-22F,2014-10-22,4459,5,F,Intermedio,BBBD,13,12
2014-10-22S,2014-10-22,0805,0,S,Intermedio,BBBD,13,12
2014-10-22T,2014-10-22,5030,3,T,Intermedio,BBBD,13,12
2014-10-24F,2014-10-24,8267,6,F,Zodiaco,CAAD,1,25
2014-10-24S,2014-10-24,13,1,S,Zodiaco,CAAD,1,25
2014-10-24T,2014-10-24,43,4,T,Zodiaco,CAAD,1,25
2014-10-26F,2014-10-26,760,6,F,Dominical,DCAC,13,1
2014-10-26S,2014-10-26,1247,4,S,Dominical,DCAC,13,1
2014-10-26T,2014-10-26,3732,3,T,Dominical,DCAC,13,1
2014-10-29F,2014-10-29,4221,2,F,Intermedio,DBBC,14,7
2014-10-29S,2014-10-29,2424,2,S,Intermedio,DBBC,14,7
2014-10-29T,2014-10-29,7745,4,T,Intermedio,DBBC,14,7
2014-11-01F,2014-11-01,4562,6,F,Dominical,CBDC,4,12
2014-11-01S,2014-11-01,9867,6,S,Dominical,CBDC,4,12
2014-11-01T,2014-11-01,5923,2,T,Dominical,CBDC,4,12
2014-11-06F,2014-11-06,5375,7,F,Intermedio,CBAC,17,15
2014-11-06S,2014-11-06,1134,3,S,Intermedio,CBAC,17,15
2014-11-06T,2014-11-06,5187,8,T,Intermedio,CBAC,17,15
2014-11-09F,2014-11-09,8248,4,F,Dominical,CACB,15,15
2014-11-09S,2014-11-09,1686,8,S,Dominical,CACB,15,15
2014-11-09T,2014-11-09,4848,4,T,Dominical,CACB,15,15
2014-11-12F,2014-11-12,8054,5,F,Intermedio,ACAD,12,7
2014-11-12S,2014-11-12,6926,2,S,Intermedio,ACAD,12,7
2014-11-12T,2014-11-12,9539,3,T,Intermedio,ACAD,12,7
2014-11-16F,2014-11-16,8041,4,F,Dominical,BDBC,18,1
2014-11-16S,2014-11-16,9257,5,S,Dominical,BDBC,18,1
2014-11-16T,2014-11-16,4243,4,T,Dominical,BDBC,18,1
2014-11-19F,2014-11-19,9084,8,F,Intermedio,ABDB,4,5
2014-11-19S,2014-11-19,4720,2,S,Intermedio,ABDB,4,5
2014-11-19T,2014-11-19,6485,8,T,Intermedio,ABDB,4,5
2014-11-23F,2014-11-23,2522,2,F,Dominical,DDBC,11,11
2014-11-23S,2014-11-23,5096,9,S,Dominical,DDBC,11,11
2014-11-23T,2014-11-23,3839,3,T,Dominical,DDBC,11,11
2014-11-26F,2014-11-26,4470,7,F,Intermedio,DADD,14,3
2014-11-26S,2014-11-26,9821,2,S,Intermedio,DADD,14,3
2014-11-26T,2014-11-26,4749,4,T,Intermedio,DADD,14,3
2014-11-28F,2014-11-28,1035,3,F,Zodiaco,BADA,6,5
2014-11-28S,2014-11-28,48,4,S,Zodiaco,BADA,6,5
2014-11-28T,2014-11-28,18,1,T,Zodiaco,BADA,6,5
2014-11-30F,2014-11-30,7956,5,F,Dominical,DDCC,18,10
2014-11-30S,2014-11-30,8623,2,S,Dominical,DDCC,18,10
2014-11-30T,2014-11-30,8930,3,T,Dominical,DDCC,18,10
2014-12-03F,2014-12-03,8126,2,F,Intermedio,CDCC,5,5
2014-12-03S,2014-12-03,1416,1,S,Intermedio,CDCC,5,5
2014-12-03T,2014-12-03,2544,4,T,Intermedio,CDCC,5,5
2014-12-07F,2014-12-07,5224,2,F,Dominical,BBAC,2,8
2014-12-07S,2014-12-07,6328,2,S,Dominical,BBAC,2,8
2014-12-07T,2014-12-07,3384,8,T,Dominical,BBAC,2,8
2014-12-10F,2014-12-10,774,7,F,Intermedio,DCAD,9,10
2014-12-10S,2014-12-10,0361,6,S,Intermedio,DCAD,9,10
2014-12-10T,2014-12-10,7447,4,T,Intermedio,DCAD,9,10
2014-12-14F,2014-12-14,784,8,F,Extraordinaria,BCAB,1,2
2014-12-14S,2014-12-14,65261,6,S,Extraordinaria,BCAB,1,2
2014-12-14T,2014-12-14,44388,8,T,Extraordinaria,BCAB,1,2
2014-12-17F,2014-12-17,9753,5,F,Intermedio,AACC,7,4
2014-12-17S,2014-12-17,9089,8,S,Intermedio,AACC,7,4
2014-12-17T,2014-12-17,0829,2,T,Intermedio,AACC,7,4
2014-12-19F,2014-12-19,8196,9,F,Zodiaco,CBCB,4,3
2014-12-19S,2014-12-19,66,6,S,Zodiaco,CBCB,4,3
2014-12-19T,2014-12-19,13,1,T,Zodiaco,CBCB,4,3
2014-12-21F,2014-12-21,1509,0,F,Dominical,DDBC,18,10
2014-12-21S,2014-12-21,8354,5,S,Dominical,DDBC,18,10
2014-12-21T,2014-12-21,8458,5,T,Dominical,DDBC,18,10
2014-12-24F,2014-12-24,2400,0,F,Intermedio,DACC,4,7
2014-12-24S,2014-12-24,2968,6,S,Intermedio,DACC,4,7
2014-12-24T,2014-12-24,2178,7,T,Intermedio,DACC,4,7
2014-12-28F,2014-12-28,8072,7,F,Dominical,DDAB,22,11
2014-12-28S,2014-12-28,2396,9,S,Dominical,DDAB,22,11
2014-12-28T,2014-12-28,2663,6,T,Dominical,DDAB,22,11
2014-12-31F,2014-12-31,4449,4,F,Intermedio,BCDA,1,12
2014-12-31S,2014-12-31,6371,7,S,Intermedio,BCDA,1,12
2014-12-31T,2014-12-31,5805,0,T,Intermedio,BCDA,1,12
2015-01-04F,2015-01-04,7595,9,F,Dominical,CBAD,6,9
2015-01-04S,2015-01-04,9364,6,S,Dominical,CBAD,6,9
2015-01-04T,2015-01-04,3656,5,T,Dominical,CBAD,6,9
2015-01-07F,2015-01-07,6149,4,F,Intermedio,CCCC,12,7
2015-01-07S,2015-01-07,6216,1,S,Intermedio,CCCC,12,7
2015-01-07T,2015-01-07,7657,5,T,Intermedio,CCCC,12,7
2015-01-11F,2015-01-11,7445,4,F,Dominical,AACA,9,13
2015-01-11S,2015-01-11,7114,1,S,Dominical,AACA,9,13
2015-01-11T,2015-01-11,3724,2,T,Dominical,AACA,9,13
2015-01-14F,2015-01-14,346,4,F,Intermedio,CCCA,18,13
2015-01-14S,2015-01-14,1096,9,S,Intermedio,CCCA,18,13
2015-01-14T,2015-01-14,2862,6,T,Intermedio,CCCA,18,13
2015-01-18F,2015-01-18,3328,2,F,Dominical,BDCA,12,12
2015-01-18S,2015-01-18,6633,3,S,Dominical,BDCA,12,12
2015-01-18T,2015-01-18,1441,4,T,Dominical,BDCA,12,12
2015-01-21F,2015-01-21,6373,7,F,Intermedio,ADCD,11,8
2015-01-21S,2015-01-21,7207,0,S,Intermedio,ADCD,11,8
2015-01-21T,2015-01-21,9927,2,T,Intermedio,ADCD,11,8
2015-01-25F,2015-01-25,5772,7,F,Dominical,DDAA,10,15
2015-01-25S,2015-01-25,0606,0,S,Dominical,DDAA,10,15
2015-01-25T,2015-01-25,8393,9,T,Dominical,DDAA,10,15
2015-01-28F,2015-01-28,1701,0,F,Intermedio,CCBA,3,3
2015-01-28S,2015-01-28,5125,2,S,Intermedio,CCBA,3,3
2015-01-28T,2015-01-28,0117,1,T,Intermedio,CCBA,3,3
2015-01-30F,2015-01-30,2416,1,F,Zodiaco,ABAC,3,18
2015-01-30S,2015-01-30,98,9,S,Zodiaco,ABAC,3,18
2015-01-30T,2015-01-30,93,9,T,Zodiaco,ABAC,3,18
2015-02-01F,2015-02-01,2016,1,F,Dominical,DBDB,18,2
2015-02-01S,2015-02-01,2921,2,S,Dominical,DBDB,18,2
2015-02-01T,2015-02-01,5594,9,T,Dominical,DBDB,18,2
2015-02-04F,2015-02-04,9482,8,F,Intermedio,BADC,7,5
2015-02-04S,2015-02-04,9213,1,S,Intermedio,BADC,7,5
2015-02-04T,2015-02-04,4761,6,T,Intermedio,BADC,7,5
2015-02-08F,2015-02-08,6536,3,F,Dominical,BBDA,10,14
2015-02-08S,2015-02-08,2330,3,S,Dominical,BBDA,10,14
2015-02-08T,2015-02-08,2656,5,T,Dominical,BBDA,10,14
2015-02-11F,2015-02-11,3996,9,F,Intermedio,DBDC,7,6
2015-02-11S,2015-02-11,2446,4,S,Intermedio,DBDC,7,6
2015-02-11T,2015-02-11,4376,7,T,Intermedio,DBDC,7,6
2015-02-14F,2015-02-14,3991,9,F,Dominical,ACDA,1,15
2015-02-14S,2015-02-14,2854,5,S,Dominical,ACDA,1,15
2015-02-14T,2015-02-14,1624,2,T,Dominical,ACDA,1,15
2015-02-19F,2015-02-19,4236,3,F,Intermedio,BBDC,3,15
2015-02-19S,2015-02-19,1625,2,S,Intermedio,BBDC,3,15
2015-02-19T,2015-02-19,1369,6,T,Intermedio,BBDC,3,15
2015-02-22F,2015-02-22,8392,9,F,Dominical,AAAD,20,2
2015-02-22S,2015-02-22,5277,7,S,Dominical,AAAD,20,2
2015-02-22T,2015-02-22,8578,7,T,Dominical,AAAD,20,2
2015-02-25F,2015-02-25,2523,2,F,Intermedio,DCBD,17,1
2015-02-25S,2015-02-25,4604,0,S,Intermedio,DCBD,17,1
2015-02-25T,2015-02-25,9338,3,T,Intermedio,DCBD,17,1
2015-02-27F,2015-02-27,1028,2,F,Zodiaco,BDDB,1,17
2015-02-27S,2015-02-27,61,6,S,Zodiaco,BDDB,1,17
2015-02-27T,2015-02-27,15,1,T,Zodiaco,BDDB,1,17
2015-03-01F,2015-03-01,7795,9,F,Dominical,BBBB,22,11
2015-03-01S,2015-03-01,6607,0,S,Dominical,BBBB,22,11
2015-03-01T,2015-03-01,0172,7,T,Dominical,BBBB,22,11
2015-03-04F,2015-03-04,8927,2,F,Intermedio,ABDB,4,9
2015-03-04S,2015-03-04,9750,5,S,Intermedio,ABDB,4,9
2015-03-04T,2015-03-04,7875,7,T,Intermedio,ABDB,4,9
2015-03-08F,2015-03-08,3592,9,F,Dominical,ADDB,22,1
2015-03-08S,2015-03-08,3904,0,S,Dominical,ADDB,22,1
2015-03-08T,2015-03-08,2279,7,T,Dominical,ADDB,22,1
2015-03-11F,2015-03-11,5444,4,F,Intermedio,DCBC,9,2
2015-03-11S,2015-03-11,7560,6,S,Intermedio,DCBC,9,2
2015-03-11T,2015-03-11,0924,2,T,Intermedio,DCBC,9,2
2015-03-15F,2015-03-15,6607,0,F,Dominical,CBBA,17,6
2015-03-15S,2015-03-15,9458,5,S,Dominical,CBBA,17,6
2015-03-15T,2015-03-15,0829,2,T,Dominical,CBBA,17,6
2015-03-18F,2015-03-18,4246,4,F,Intermedio,CCCC,4,10
2015-03-18S,2015-03-18,7098,9,S,Intermedio,CCCC,4,10
2015-03-18T,2015-03-18,7662,6,T,Intermedio,CCCC,4,10
2015-03-22F,2015-03-22,3276,7,F,Dominical,BACA,3,10
2015-03-22S,2015-03-22,0517,1,S,Dominical,BACA,3,10
2015-03-22T,2015-03-22,5951,5,T,Dominical,BACA,3,10
2015-03-25F,2015-03-25,3515,1,F,Intermedio,ADCD,8,6
2015-03-25S,2015-03-25,2956,5,S,Intermedio,ADCD,8,6
2015-03-25T,2015-03-25,0013,1,T,Intermedio,ADCD,8,6
2015-03-27F,2015-03-27,9890,9,F,Zodiaco,BCAB,9,24
2015-03-27S,2015-03-27,97,9,S,Zodiaco,BCAB,9,24
2015-03-27T,2015-03-27,88,8,T,Zodiaco,BCAB,9,24
2015-03-29F,2015-03-29,4621,2,F,Dominical,BDCC,21,5
2015-03-29S,2015-03-29,2194,9,S,Dominical,BDCC,21,5
2015-03-29T,2015-03-29,0861,6,T,Dominical,BDCC,21,5
2015-04-01F,2015-04-01,3318,1,F,Intermedio,DDBA,5,13
2015-04-01S,2015-04-01,9535,3,S,Intermedio,DDBA,5,13
2015-04-01T,2015-04-01,6712,1,T,Intermedio,DDBA,5,13
2015-04-06F,2015-04-06,7199,9,F,Dominical,BADA,1,11
2015-04-06S,2015-04-06,1674,7,S,Dominical,BADA,1,11
2015-04-06T,2015-04-06,4337,3,T,Dominical,BADA,1,11
2015-04-09F,2015-04-09,5252,5,F,Intermedio,DDAB,10,5
2015-04-09S,2015-04-09,4588,8,S,Intermedio,DDAB,10,5
2015-04-09T,2015-04-09,2921,2,T,Intermedio,DDAB,10,5
2015-04-12F,2015-04-12,1767,6,F,Dominical,CADC,16,1
2015-04-12S,2015-04-12,7393,9,S,Dominical,CADC,16,1
2015-04-12T,2015-04-12,7029,2,T,Dominical,CADC,16,1
2015-04-15F,2015-04-15,8397,9,F,Intermedio,DBBA,3,15
2015-04-15S,2015-04-15,6707,0,S,Intermedio,DBBA,3,15
2015-04-15T,2015-04-15,6053,5,T,Intermedio,DBBA,3,15
2015-04-19F,2015-04-19,52623,2,F,Extraordinaria,AACD,2,1
2015-04-19S,2015-04-19,49142,4,S,Extraordinaria,AACD,2,1
2015-04-19T,2015-04-19,34674,7,T,Extraordinaria,AACD,2,1
2015-04-22F,2015-04-22,7049,4,F,Intermedio,BAAA,6,11
2015-04-22S,2015-04-22,7114,1,S,Intermedio,BAAA,6,11
2015-04-22T,2015-04-22,0908,0,T,Intermedio,BAAA,6,11
2015-04-26F,2015-04-26,9645,4,F,Dominical,AAAC,16,15
2015-04-26S,2015-04-26,0802,0,S,Dominical,AAAC,16,15
2015-04-26T,2015-04-26,7338,3,T,Dominical,AAAC,16,15
2015-04-29F,2015-04-29,6993,9,F,Intermedio,CBBB,7,9
2015-04-29S,2015-04-29,7241,4,S,Intermedio,CBBB,7,9
2015-04-29T,2015-04-29,9328,2,T,Intermedio,CBBB,7,9
2015-05-03F,2015-05-03,7928,2,F,Dominical,DBDC,21,11
2015-05-03S,2015-05-03,9772,7,S,Dominical,DBDC,21,11
2015-05-03T,2015-05-03,8729,2,T,Dominical,DBDC,21,11
2015-05-06F,2015-05-06,2473,7,F,Intermedio,CACB,14,6
2015-05-06S,2015-05-06,1850,5,S,Intermedio,CACB,14,6
2015-05-06T,2015-05-06,3554,5,T,Intermedio,CACB,14,6
2015-05-08F,2015-05-08,7473,7,F,Zodiaco,DADD,3,9
2015-05-08S,2015-05-08,89,8,S,Zodiaco,DADD,3,9
2015-05-08T,2015-05-08,70,7,T,Zodiaco,DADD,3,9
2015-05-10F,2015-05-10,5554,5,F,Dominical,ACCB,9,4
2015-05-10S,2015-05-10,1274,7,S,Dominical,ACCB,9,4
2015-05-10T,2015-05-10,4277,7,T,Dominical,ACCB,9,4
2015-05-13F,2015-05-13,4012,1,F,Intermedio,BCDA,9,13
2015-05-13S,2015-05-13,8079,7,S,Intermedio,BCDA,9,13
2015-05-13T,2015-05-13,3412,1,T,Intermedio,BCDA,9,13
2015-05-17F,2015-05-17,2493,9,F,Dominical,ADCA,6,14
2015-05-17S,2015-05-17,1898,9,S,Dominical,ADCA,6,14
2015-05-17T,2015-05-17,1941,4,T,Dominical,ADCA,6,14
2015-05-20F,2015-05-20,9890,9,F,Intermedio,CCBA,5,3
2015-05-20S,2015-05-20,2304,0,S,Intermedio,CCBA,5,3
2015-05-20T,2015-05-20,7258,5,T,Intermedio,CCBA,5,3
2015-05-24F,2015-05-24,5427,2,F,Dominical,DDDC,18,4
2015-05-24S,2015-05-24,8844,4,S,Dominical,DDDC,18,4
2015-05-24T,2015-05-24,9331,3,T,Dominical,DDDC,18,4
2015-05-27F,2015-05-27,573,7,F,Intermedio,CDBB,10,5
2015-05-27S,2015-05-27,6478,7,S,Intermedio,CDBB,10,5
2015-05-27T,2015-05-27,5733,3,T,Intermedio,CDBB,10,5
2015-05-29F,2015-05-29,2381,8,F,Zodiaco,DABC,4,6
2015-05-29S,2015-05-29,03,0,S,Zodiaco,DABC,4,6
2015-05-29T,2015-05-29,65,6,T,Zodiaco,DABC,4,6
2015-05-31F,2015-05-31,7780,8,F,Dominical,BBCC,8,5
2015-05-31S,2015-05-31,2759,5,S,Dominical,BBCC,8,5
